" Tag 1 "," Tag 2 " , Similarity
"see also:Zathura","4",4.6201503188983325E-4
"denzel's fine behind","3",0.0028191709195433475
"Karen Allen","Le Carre's Best Film",2.1364565958535463E-5
"Karen Allen","denzel's fine behind",3.946867270525823E-5
"Karen Allen","jew",4.180294661642349E-4
"Karen Allen","SHRUNKEN PEOPLE",3.0413092880453356E-4
"see also:Zathura",">",6.002296062447352E-4
"Karen Allen","jet",4.1329472118116327E-4
"Karen Allen","Great score",3.259715631700682E-5
"see also:Zathura","religion:Xian",3.219051482831306E-5
"Le Carre's Best Film","My movies",0.011708348957934968
"see also:Zathura","G",3.247203243576152E-5
"see also:Zathura","ashton kutcher",1.5541512228779613E-4
"see also:Zathura","plucky crew",2.7261563033445037E-5
"see also:Zathura","elephants",1.679269839584408E-4
"Karen Allen","Jeremy Leven",7.367862123640251E-5
"Karen Allen","train trip",5.946726031183241E-5
"Karen Allen","silly and stupid",7.426809344746542E-5
"vertriloquism","train trip",6.813027636044034E-5
"Le Carre's Best Film","3",0.007452647981419261
"denzel's fine behind","2",0.0012431225672792073
"denzel's fine behind","1",2.622183649154989E-4
"denzel's fine behind","6",6.33612975546883E-5
"denzel's fine behind","5",1.8308001471948837E-4
"jew","My movies",0.008029212629440056
"jew","Lovely",5.31579781624765E-5
"dystopia","civilians at war",0.00957590889711585
"jew","3",0.00510135458493935
"jew","2",0.0019878043351685736
"Le Carre's Best Film","2",0.0034091720172687756
"NOT A MOVIE","R",0.0038057479281923857
"NOT A MOVIE","swords",5.644145572328671E-5
"NOT A MOVIE","pedophile",4.98871995393437E-5
"NOT A MOVIE","Noel Coward",2.1976716576908013E-4
"NOT A MOVIE","f",4.2909329606659856E-5
"NOT A MOVIE","d",5.750635103935641E-5
"jew","1",0.0010256685919630155
"Karen Allen","My movies",0.014584507223854931
"jew","BOARDROOM JUNGLE",4.6503983951135256E-5
"Karen Allen","jfd",1.5294549912166555E-4
"Karen Allen","Lovely",3.6839310618201256E-5
"see also:Zathura","R",0.0023215044763542875
"Le Carre's Best Film","1",0.001308140413631144
"see also:Zathura","swords",8.85201420884657E-5
"see also:Zathura","pedophile",1.5541512228779613E-4
"see also:Zathura","f",1.1524993312709219E-4
"see also:Zathura","g",3.830322765862073E-5
"Taye Diggs","R",6.827868225070982E-5
"denzel's fine behind","4",3.1167326360374267E-4
"denzel's fine behind","9",6.156332457993775E-5
"see also:Zathura","d",5.694933211334857E-4
"Le Carre's Best Film","BOARDROOM JUNGLE",3.7370898671782447E-5
"see also:Zathura","e",3.830322765862073E-5
"jew","de-genderization",4.7470434255916746E-5
"jew","7",1.8954559257096707E-4
"jew","6",1.3685792209734604E-4
"NOT A MOVIE","love affair",5.165140452402452E-5
"jew","5",8.837498093164974E-5
"NOT A MOVIE","Annie Potts",5.6109286877141286E-5
"NOT A MOVIE","wartime",6.55337119172981E-5
"NOT A MOVIE","independent film",9.242025461721334E-5
"NOT A MOVIE","transsexuals",2.059001255868966E-4
"jew","4",0.002399422595340229
"NOT A MOVIE","sequelTo:Bruce Almighty",4.2909329606659856E-5
"jew","9",4.620070359046092E-5
"jew","8",5.740013246367094E-5
"NOT A MOVIE","affectionate",2.1676059378761904E-4
"Karen Allen","3",0.007553656980008303
"NOT A MOVIE","great cast excellent",8.811770349934325E-5
"jew",">",0.0011952559020666502
"jew","Lisa Eilbacher",5.0148121786123905E-5
"jew","Michael Byrne",2.7130153109580096E-4
"jew","El dilema",4.853532957198645E-5
"see also:Zathura","b",1.949493830020754E-4
"Le Carre's Best Film","de-genderization",3.059095783395575E-5
"see also:Zathura","c",3.830322765862073E-5
"Le Carre's Best Film","7",1.5301325145355583E-4
"see also:Zathura","a",1.2941370433095626E-4
"see also:Zathura","wartime",2.7146590010055258E-5
"alan moore","My movies",0.015364062733803675
"vertriloquism","R",2.971649055048957E-4
"alan moore","jfd",2.0739170263400346E-5
"alan moore","Lovely",3.3846127456279276E-5
"NOT A MOVIE","Tobey Maguire",6.272701609605225E-5
"dracula","My movies",0.020869019053161405
"Le Carre's Best Film","6",2.6300271682215234E-4
"see also:Zathura","h",3.830322765862073E-5
"see also:Zathura","t",3.830322765862073E-5
"denzel's fine behind",">",5.463960168549497E-4
"NOT A MOVIE","guilt",5.9564420659005446E-5
"denzel's fine behind","religion:Xian",4.748066647173571E-5
"jew","religion:Xian",2.767414617049267E-4
"denzel's fine behind","G",4.3190847214108335E-5
"jew","G",3.0831658895472114E-4
"jew","plucky crew",7.252273404393781E-5
"jew","ignorance",4.8168188749520764E-5
"jew","SUICIDE",4.7470434255916746E-5
"jew","twee",4.404698885720973E-5
"NOT A MOVIE","thought-provoking",4.0738105422242105E-4
"NOT A MOVIE","classic war movie",4.2817148923649244E-5
"NOT A MOVIE","Complex",4.4947290744545235E-5
"NOT A MOVIE","POLITICAL",5.3516315921872586E-5
"see also:Zathura","sequelTo:Bruce Almighty",3.219051482831306E-5
"see also:Zathura","magical aging/immortality",4.205866909483408E-5
"NOT A MOVIE","Minnesota",4.144305390313149E-5
"see also:Zathura","affectionate",2.3902893662736685E-4
"see also:Zathura","great cast excellent",3.0407171228830206E-5
"see also:Zathura","Tobey Maguire",2.124419278982951E-4
"see also:Zathura","guilt",9.329851616014272E-5
"see also:Zathura","better than second",8.144244027148684E-5
"Le Carre's Best Film","5",7.82435102023382E-4
"denzel's fine behind","ashton kutcher",5.102969056220405E-5
"denzel's fine behind","SUICIDE",1.9466843802994242E-4
"denzel's fine behind","elephants",1.5739544712645788E-4
"Le Carre's Best Film","4",0.003435959432127944
"Le Carre's Best Film","9",1.0142245702152401E-4
"Le Carre's Best Film","8",1.1103811572373032E-4
"dracula","3",0.005398788341549661
"see also:Zathura","adapted from:game",1.2941370433095626E-4
"see also:Zathura","Romans",4.4756190640158414E-5
"see also:Zathura","thought-provoking",0.001228583225211087
"see also:Zathura","bourgeois",5.084450980159093E-5
"see also:Zathura","Complex",3.422847596619843E-5
"see also:Zathura","one of Miyazaki's finest",8.165274233998447E-5
"see also:Zathura","rewatchable",1.4391969243987137E-4
"see also:Zathura","anti-war commentary",3.1134583476670866E-5
"see also:Zathura","Tumey's VHS",3.9880307007699535E-4
"see also:Zathura","Spielberg",1.1148703357647083E-4
"see also:Zathura","Roald Dahl",4.045346099612229E-4
"Le Carre's Best Film",">",0.0034473293055318523
"dracula","2",0.003258718652830993
"civilians at war","My movies",0.030698772848230443
"civilians at war","Lovely",1.6015644573533956E-4
"Karen Allen","2",0.006521853599138503
"NOT A MOVIE","Tumey's VHS",5.110015335678554E-4
"NOT A MOVIE","Spielberg",4.097098406341116E-5
"NOT A MOVIE","bullying",1.729208220896139E-4
"NOT A MOVIE","Every fans must see",7.553069292825685E-5
"NOT A MOVIE","cycling",2.2346606854709396E-4
"NOT A MOVIE","based on a short story",1.5249119990473224E-4
"NOT A MOVIE","Charles Dickens",2.679517661923049E-4
"NOT A MOVIE","Nice drama",5.006915960119627E-5
"NOT A MOVIE","tolerance",5.208740260312651E-5
"NOT A MOVIE","jmq",5.911914325349387E-5
"NOT A MOVIE","I Don't Get It",3.6677668585253006E-5
"NOT A MOVIE","R:graphic nudity",5.4311313902390716E-5
"NOT A MOVIE","screwball",6.728150522827494E-5
"vertriloquism","Maureen Lipman",6.662327311475152E-5
"dracula","1",0.0016767964518524872
"dracula","de-genderization",4.715809942488848E-5
"dracula","7",2.932036496252362E-4
"dracula","6",1.9460844599464316E-4
"dracula","5",6.956083843850944E-4
"denzel's fine behind","R",0.030383061402465085
"denzel's fine behind","swords",5.3516315921872586E-5
"denzel's fine behind","munchausen syndrome",6.728150522827494E-5
"denzel's fine behind","pedophile",1.8678185480063843E-4
"denzel's fine behind","Noel Coward",6.33612975546883E-5
"denzel's fine behind","f",5.186713257594685E-5
"denzel's fine behind","d",1.9281494655576706E-4
"denzel's fine behind","love affair",2.837819083135231E-4
"denzel's fine behind","c",5.025434036180938E-5
"denzel's fine behind","unrealistic but well done",4.193743436819265E-5
"denzel's fine behind","wartime",9.02348309318982E-5
"denzel's fine behind","independent film",2.1870815130897516E-4
"denzel's fine behind","cool costume",1.5538418357703785E-4
"see also:Zathura","Cartoons",1.0282036970299932E-4
"Le Carre's Best Film","Michael Byrne",7.108116856146964E-5
"see also:Zathura","Charles Dickens",4.0493593747361364E-4
"see also:Zathura","tolerance",3.247203243576152E-5
"see also:Zathura","jmq",2.552588045099007E-4
"see also:Zathura","R:graphic nudity",4.35924991240439E-5
"dracula","4",0.0022426064091154267
"dracula","9",9.472997638272308E-5
"see also:Zathura","Biblical",4.606570249362154E-5
"see also:Zathura","poor sequel",3.156168113852748E-5
"see also:Zathura","AMMHorror",6.129155761610368E-5
"see also:Zathura","Robert Ludlum",7.427868528363538E-5
"denzel's fine behind","of course you keep seeing dead people...they're all dying!",6.728150522827494E-5
"Taye Diggs","Don Cheadle",6.827868225070982E-5
"vertriloquism","World War 2",6.662327311475152E-5
"alan moore","3",0.010850160667408954
"vertriloquism","good but not great",6.662327311475152E-5
"jew","R",0.012272251093965755
"NOT A MOVIE","social message",2.6253991391486257E-4
"jew","Bataan Death March",5.740013246367094E-5
"jew","Noel Coward",1.9765332319817945E-4
"jew","f",1.761622837772244E-4
"jew","g",4.620070359046092E-5
"jew","d",2.8941234184593065E-4
"jew","e",5.0148121786123905E-5
"jew","love affair",2.093096773353307E-4
"jew","c",4.128331889443942E-5
"jew","unrealistic but well done",8.043684715673943E-5
"jew","a",4.620070359046092E-5
"jew","wartime",5.883252286134988E-4
"jew","l",3.8367296688234975E-5
"jew","independent film",5.293685237074843E-4
"jew","cool costume",3.1329541412901176E-5
"jew","Battle between man and nature",1.1968862758022962E-4
"jew","s",4.620070359046092E-5
"jew","quick cuts",8.645655990944461E-5
"jew","Estonian",4.9721024124267295E-5
"jew","illusionist",8.043684715673943E-5
"jew","Not bad sequel",1.7399444678963016E-4
"jew","illusionism",8.043684715673943E-5
"jew","diner",6.164228676486538E-5
"denzel's fine behind","Estonian",5.869204559163726E-5
"see also:Zathura","visually appealing",3.234527692659515E-4
"dracula","8",1.090196962596675E-4
"jew","affectionate",0.001866229901955388
"jew","great cast excellent",0.0016089187757159108
"alan moore","2",0.007202158312645963
"vertriloquism","gloomy",6.662327311475152E-5
"dracula",">",0.002770142429438715
"Karen Allen","1",0.01367456847975226
"Le Carre's Best Film","El dilema",9.330850994036135E-5
"Le Carre's Best Film","religion:Xian",1.6253922449620918E-4
"Le Carre's Best Film","G",5.706169030518756E-4
"Le Carre's Best Film","ashton kutcher",1.6702227221189228E-4
"Le Carre's Best Film","piper perbo",4.345921783321497E-5
"Le Carre's Best Film","plucky crew",1.835745920084433E-4
"Le Carre's Best Film","M",3.978273858192926E-5
"Le Carre's Best Film","SUICIDE",7.667469795312787E-5
"Le Carre's Best Film","elephants",2.4446004446933246E-4
"Le Carre's Best Film","twee",3.491390357785693E-5
"Le Carre's Best Film","comes apart in last third",4.742960517057533E-5
"Le Carre's Best Film","Q",3.978273858192926E-5
"Le Carre's Best Film","good lighting",6.982780715571386E-5
"dracula","Lisa Eilbacher",4.000582677473969E-5
"Karen Allen","BOARDROOM JUNGLE",7.487465416881409E-5
"Karen Allen","de-genderization",1.3812232727153774E-4
"Karen Allen","7",2.972055787344591E-4
"Karen Allen","6",5.011697104062465E-5
"Karen Allen","5",6.385510726944174E-4
"jew","Tobey Maguire",3.482261337987572E-4
"denzel's fine behind","evil computer",1.2425799925969293E-4
"denzel's fine behind","illusionist",4.193743436819265E-5
"denzel's fine behind","illusionism",4.193743436819265E-5
"alan moore","1",0.0016736264320667755
"alan moore","BOARDROOM JUNGLE",2.7192133244938025E-5
"denzel's fine behind","affectionate",0.0011460509141051562
"alan moore","de-genderization",4.371667501672354E-4
"civilians at war","3",0.01516470430999376
"NOT A MOVIE","Matthew Goode",5.165140452402452E-5
"alan moore","7",6.776215249307678E-5
"jew","guilt",2.116694982761322E-4
"denzel's fine behind","great cast excellent",1.9289349737670747E-4
"dracula","El dilema",9.129009047629852E-5
"dracula","religion:Xian",2.0725513645814626E-4
"dracula","G",2.961202845102041E-4
"dracula","ashton kutcher",7.833676952199379E-5
"dracula","piper perbo",1.190639579181731E-4
"dracula","plucky crew",4.7564082846431274E-5
"dracula","SUICIDE",4.715809942488848E-5
"dracula","elephants",2.8552444079423016E-4
"dracula","twee",7.763934787200699E-5
"see also:Zathura","epic adventure",1.583293498917043E-4
"dystopia","alan moore",0.0342896032681237
"dystopia","see also:Zathura",0.0016138197513541476
"vertriloquism","Wes Anderson movies",6.813027636044034E-5
"denzel's fine behind","Tobey Maguire",2.398645319914567E-4
"jew","better than second",8.493802689344052E-5
"jew","adapted from:game",5.740013246367094E-5
"jew","Takashi Miike",1.1179040855098928E-4
"jew"," ",2.195702786194705E-4
"jew","Revenge Trilogy",1.5564813983554512E-4
"jew","Dudley Moore",6.30393509270805E-5
"jew","Romans",1.3920573167307414E-4
"jew","thought-provoking",0.0016277356554075533
"jew","Best Performance:  Faye dunaway as Evelyn Cross Mulwray",2.0874901943161906E-4
"jew","Best Of the Brosnon Bonds",4.18593785008741E-5
"jew","classic war movie",1.9340059524549337E-4
"jew","cynicism",4.5905967484929466E-5
"jew","tough guy",9.862135954476223E-5
"jew","Complex",3.2833466960078265E-4
"jew","POLITICAL",2.3619726323838674E-4
"jew","boring as shit",3.7551628750698757E-5
"Karen Allen","4",0.0035268208277199416
"Karen Allen","9",1.2412860307478145E-4
"Karen Allen","8",9.666695119388546E-5
"alan moore","6",7.892236997875435E-5
"NOT A MOVIE","Gigi",5.254236297077391E-5
"NOT A MOVIE","fear of commitment",5.6109286877141286E-5
"NOT A MOVIE","visually appealing",4.446177158234093E-4
"NOT A MOVIE","unintentional comedy",5.025434036180938E-5
"NOT A MOVIE","Documentary",4.144305390313149E-5
"NOT A MOVIE","topic:evangelism",4.7771308490014384E-5
"NOT A MOVIE","movie theatre",2.87800999681711E-4
"NOT A MOVIE","butchery",5.377466089561575E-5
"NOT A MOVIE","space",9.386803997910746E-5
"NOT A MOVIE","natural disaster",5.025434036180938E-5
"NOT A MOVIE","boys",6.63711539310409E-5
"NOT A MOVIE","East Germany",1.0388059536715567E-4
"NOT A MOVIE","Tippi Hedren",1.1427842043378146E-4
"NOT A MOVIE","Amazing Cinematography",4.053671040314246E-4
"NOT A MOVIE","POWs",5.144003491409024E-5
"NOT A MOVIE","Johann Wolfgang von Goethe",5.4311313902390716E-5
"NOT A MOVIE","Visual spectacle",5.5787340249533483E-5
"NOT A MOVIE","BUILDING SELF-ESTEEM",4.236804822562629E-5
"NOT A MOVIE","homeschooling",4.7771308490014384E-5
"NOT A MOVIE","KIDNAPPING",4.144305390313149E-5
"NOT A MOVIE","on-off relationship",5.377466089561575E-5
"NOT A MOVIE","mule",4.219367019167345E-5
"NOT A MOVIE","Hugh Bonneville",5.4876988952299434E-5
"Karen Allen",">",0.0041282272478853355
"Karen Allen","Lisa Eilbacher",1.3597085766177042E-4
"alan moore","5",5.764031529661908E-4
"jew","one of Miyazaki's finest",8.514832896193814E-5
"see also:Zathura","space",0.001971030142191886
"jew","rewatchable",2.0855213289791785E-4
"dystopia","Le Carre's Best Film",0.005186039660923327
"jew","anti-war commentary",1.8954559257096707E-4
"jew","Minnesota",1.8790421516342234E-4
"denzel's fine behind","guilt",1.859310938669576E-4
"jew","hipster",4.311638113575654E-5
"denzel's fine behind","adapted from:game",5.9564420659005446E-5
"denzel's fine behind","Takashi Miike",1.297324514857292E-4
"denzel's fine behind","a good comedy",4.168732429439526E-5
"denzel's fine behind","Revenge Trilogy",2.4492550050438355E-4
"denzel's fine behind","Romans",1.0226155544773383E-4
"alan moore","4",0.0028574526911216537
"denzel's fine behind","thought-provoking",8.101275584115584E-4
"denzel's fine behind","Best Performance:  Faye dunaway as Evelyn Cross Mulwray",1.7444525984676643E-4
"denzel's fine behind","cynicism",5.4876988952299434E-5
"denzel's fine behind","tough guy",5.102969056220405E-5
"denzel's fine behind","Complex",1.0439860284418454E-4
"denzel's fine behind","sex comedy",4.168732429439526E-5
"denzel's fine behind","sub titles",1.327423078620818E-4
"denzel's fine behind","one of Miyazaki's finest",4.429317527079201E-5
"denzel's fine behind","rewatchable",1.0889978258088565E-4
"denzel's fine behind","Minnesota",4.144305390313149E-5
"denzel's fine behind","hipster",1.1867882656134708E-4
"denzel's fine behind","nuclear bomb",6.728150522827494E-5
"denzel's fine behind","Tumey's VHS",1.4213184168775325E-4
"Karen Allen","Michael Byrne",0.002528741664329152
"denzel's fine behind","Spielberg",8.043965676866939E-5
"denzel's fine behind","bullying",5.828170123975108E-5
"denzel's fine behind","cycling",1.0825248929168611E-4
"denzel's fine behind","based on a short story",3.4312465553689796E-5
"denzel's fine behind","Cartoons",1.1867882656134708E-4
"denzel's fine behind","jmq",2.7326648340964904E-4
"denzel's fine behind","I Don't Get It",1.4451550069198343E-4
"denzel's fine behind","R:graphic nudity",5.4311313902390716E-5
"denzel's fine behind","social message",5.5171725057830884E-5
"denzel's fine behind","Bondage",1.3995805354719855E-4
"denzel's fine behind","Biblical",1.0617271206337297E-4
"denzel's fine behind","fear of commitment",1.267225951093766E-4
"denzel's fine behind","lacked substance",3.647548954333625E-5
"denzel's fine behind","Maureen Lipman",4.626430524432556E-5
"denzel's fine behind","visually appealing",8.988273538576565E-4
"denzel's fine behind","unintentional comedy",5.788684532865203E-5
"denzel's fine behind","epic adventure",2.1094575461820753E-4
"denzel's fine behind","plot:romance during porno shoot",6.403652794951539E-5
"Taye Diggs","Ensemble cast",6.827868225070982E-5
"dystopia","NOT A MOVIE",2.7093788272865467E-4
"dystopia","denzel's fine behind",0.00187991764709479
"Le Carre's Best Film","R",0.07024342307258925
"Le Carre's Best Film","swords",3.290410446696887E-4
"Le Carre's Best Film","munchausen syndrome",1.1285881831819841E-4
"dystopia","jew",0.0031794964814784365
"see also:Zathura","japanesse horror",1.982048248951197E-4
"see also:Zathura","good sci-fi flick",2.7261563033445037E-5
"see also:Zathura","Amazing Cinematography",9.055492285468952E-4
"civilians at war","2",0.006571976498412603
"NOT A MOVIE","Gerard Depardieu",7.553069292825685E-5
"NOT A MOVIE","sexual fantasy",4.98871995393437E-5
"NOT A MOVIE","Friday night fare",4.8222994740958184E-5
"NOT A MOVIE","teacher student relationship",1.0315139627750569E-4
"NOT A MOVIE","Robyn Hitchcock",5.9564420659005446E-5
"NOT A MOVIE","drug",1.0185914151327292E-4
"denzel's fine behind","movie theatre",5.102969056220405E-5
"denzel's fine behind","butchery",5.377466089561575E-5
"denzel's fine behind","movie within a movie",1.8269106981888095E-4
"civilians at war","1",0.002930997359813727
"civilians at war","BOARDROOM JUNGLE",8.695049430481832E-5
"civilians at war","de-genderization",2.3974966153208598E-4
"civilians at war","7",3.8741302910543423E-4
"civilians at war","6",2.996102620834878E-4
"civilians at war","5",2.834275457025291E-4
"dystopia","SHRUNKEN PEOPLE",0.0040248325944904515
"see also:Zathura","Visual spectacle",4.5068525471186674E-5
"see also:Zathura","cinematographer-director",4.2299195546232895E-5
"see also:Zathura","BUILDING SELF-ESTEEM",1.846130192094942E-4
"see also:Zathura","Norway",3.9168384760996896E-5
"see also:Zathura","book club",4.840032847514706E-5
"see also:Zathura","full of cliches",3.661950337725813E-5
"see also:Zathura","spain",1.9965453210593213E-4
"see also:Zathura","pirates (minor)",2.4514581082466327E-4
"see also:Zathura","slave trade",4.606570249362154E-5
"see also:Zathura","Neil Jordan",2.5882438898211025E-4
"see also:Zathura","GREAT MOVIE",4.606570249362154E-5
"see also:Zathura","Gerard Depardieu",5.084450980159093E-5
"see also:Zathura","director overseeing in sky and moon",3.346920945819639E-5
"see also:Zathura","chearful a must see classic",2.4514581082466327E-4
"see also:Zathura","no moral dilema",9.248309191581353E-5
"Le Carre's Best Film","pedophile",4.101674982938211E-4
"vertriloquism","music",6.662327311475152E-5
"dracula","R",0.05226834416780041
"dracula","swords",7.387042179227384E-4
"dracula","box office flop",3.342904649201972E-5
"dracula","munchausen syndrome",5.7998148929876714E-5
"dracula","pedophile",4.2388885129645193E-4
"dracula","f",4.94737141474045E-4
"dracula","d",0.0011365279004951438
"vertriloquism","Ben Affleck",8.248796750027243E-5
"Karen Allen","El dilema",7.893734541051647E-5
"alan moore","9",1.0615803195509774E-4
"jew","nuclear bomb",9.098910967067263E-4
"Karen Allen","religion:Xian",4.133430214913694E-4
"jew","Tumey's VHS",0.0013862960545670561
"Karen Allen","G",0.0012582960898660507
"Karen Allen","ashton kutcher",1.1421482562912931E-4
"Karen Allen","piper perbo",3.627363556829254E-5
"Karen Allen","plucky crew",3.2111116881866614E-4
"Karen Allen","M",3.259715631700682E-5
"Karen Allen","SUICIDE",1.0795932149001858E-4
"Karen Allen","elephants",3.8677346402111014E-4
"Karen Allen","twee",6.996066398096304E-5
"Karen Allen","Q",3.259715631700682E-5
"Karen Allen","good lighting",2.0476310635387457E-5
"alan moore",">",0.0037555457663336973
"alan moore","Lisa Eilbacher",1.2699130817600445E-4
"alan moore","Michael Byrne",3.858566359545858E-4
"alan moore","religion:Xian",3.909667309543581E-4
"alan moore","G",4.2902874775220095E-4
"alan moore","ashton kutcher",1.131705188420849E-4
"dracula","b",3.064373645497473E-4
"civilians at war","4",0.007270561983343777
"see also:Zathura","Friday night fare",3.750417996261138E-5
"see also:Zathura","Lady and the Tramp",9.680065695029413E-5
"see also:Zathura","kevin spacey",4.7973230813290453E-5
"see also:Zathura","teacher student relationship",1.3854780743686353E-4
"see also:Zathura","Walked out",8.123423079558879E-5
"see also:Zathura","could have been better",1.5092357038444794E-4
"see also:Zathura","Bernard Hill",4.868435084633395E-4
"see also:Zathura","yes-they-deserved-to-die",5.141018485149966E-5
"see also:Zathura","Swedish",3.881369181607451E-5
"Le Carre's Best Film","Noel Coward",4.5257190807965535E-5
"denzel's fine behind","space",7.365635825560044E-4
"NOT A MOVIE","could have been better",4.953250659442132E-5
"denzel's fine behind","japanesse horror",4.576599964703267E-5
"vertriloquism","owned",6.662327311475152E-5
"denzel's fine behind","East Germany",1.0388059536715567E-4
"denzel's fine behind","Amazing Cinematography",0.001052690339197799
"denzel's fine behind","Movie about smug",5.326419673816198E-5
"denzel's fine behind","Connecticut",6.827868225070981E-5
"denzel's fine behind","cinematographer-director",3.4312465553689796E-5
"denzel's fine behind","BUILDING SELF-ESTEEM",4.236804822562629E-5
"denzel's fine behind","Norway",4.98871995393437E-5
"denzel's fine behind","sex scandal",6.212899962984647E-5
"denzel's fine behind","scaring greatSoundtrack davidLynch angeloBadalamenti thriller",9.598942854040896E-5
"denzel's fine behind","KIDNAPPING",1.5524720934947516E-4
"denzel's fine behind","spain",1.9466066514397794E-4
"denzel's fine behind","on-off relationship",5.377466089561575E-5
"denzel's fine behind","Proust",3.8822637896004765E-5
"denzel's fine behind","Pariah Entertainment",6.827868225070981E-5
"denzel's fine behind","Gerard Depardieu",1.472463292171759E-4
"civilians at war","9",1.0486994045061074E-4
"dracula","c",4.097098406341116E-5
"dracula","unrealistic but well done",2.494217612743618E-4
"dracula","a",2.9908725958213352E-5
"dracula","wartime",0.0013069220173599948
"dracula","l",5.231565969101738E-4
"dracula","independent film",9.236258343246798E-4
"dracula","cool costume",2.1187246401516956E-5
"dracula","Battle between man and nature",4.2450008101183565E-5
"dracula","of course you keep seeing dead people...they're all dying!",5.7998148929876714E-5
"dracula","quick cuts",3.028262807582059E-4
"dracula","Random Sex",5.7998148929876714E-5
"dracula","evil computer",1.4478336873321277E-4
"dracula","illusionist",2.9291588884914444E-4
"dracula","transsexuals",4.236804822562629E-5
"dracula","Not bad sequel",3.636168893975103E-5
"dracula","Stephanie",4.349412757478266E-5
"dracula","sequelTo:Bruce Almighty",2.3796013127905678E-5
"dracula","illusionism",2.494217612743618E-4
